id,name_movement,keywords
2149,Piano Quartet No 1 in G minor 2. Intermezzo: Allegro ma non troppo,"Majestic, brooding, lyrical, melodic, intense, dramatic, fluid, intricate, passionate, evocative"
2149,Piano Quartet No 1 in G minor 2. Intermezzo: Allegro ma non troppo,"Melancholic, introspective, turbulent, contemplative, emotional, nostalgia, expressive, introspection, yearning, dramatic"
2150,Piano Quartet No 1 in G minor 3. Andante con moto,"Piano, Strings, Melodic, Emotive, Chamber Music, Romantic, Contrapuntal, Expressive, Harmonic, Dynamic"
2150,Piano Quartet No 1 in G minor 3. Andante con moto,"Melancholic, lyrical, contemplative, nostalgic, passionate, intimate, expressive, dramatic, bittersweet, introspective"
2150,Piano Quartet No 1 in G minor 3. Andante con moto,"Expressive, lyrical, introspective, melancholic, rich harmonies, flowing melodies, emotional depth, graceful, poetic, nuanced"
2150,Piano Quartet No 1 in G minor 3. Andante con moto,"Emotion, melancholy, introspection, longing, resolution, darkness, contrast, tension, beauty, transcendence"
2151,Piano Quartet No 1 in G minor 4. Rondo alla Zingarese: Presto,"Piano, energetic, virtuosic, lively, gypsy, spirited, intense, dramatic, rhythmic, thrilling"
2151,Piano Quartet No 1 in G minor 4. Rondo alla Zingarese: Presto,"Energetic, lively, spirited, passionate, dynamic, rhythmic, intense, lively, flamboyant, exhilarating."
2151,Piano Quartet No 1 in G minor 4. Rondo alla Zingarese: Presto,"Energetic, spirited, lively, gypsy, flamboyant, virtuosic, playful, rhythmic, dynamic, colorful"
2151,Piano Quartet No 1 in G minor 4. Rondo alla Zingarese: Presto,"Passion, intensity, gypsy music influence, lively, energetic, folk elements, virtuosic, rhythmic drive, wild, dynamic"
2154,String Sextet No 1 in B-flat major 1. Allegro ma non troppo,"string sextet, Brahms, B-flat major, chapter 1, Allegro ma non troppo, violin, viola, cello, ensemble, rich harmonies"
2154,String Sextet No 1 in B-flat major 1. Allegro ma non troppo,"Melancholic, elegant, passionate, spirited, grand, intense, lyrical, dynamic, yearning, majestic"
2154,String Sextet No 1 in B-flat major 1. Allegro ma non troppo,"Lyrical, majestic, intricate, passionate, vibrant, rich, intricate counterpoint, emotional depth, harmonic complexity, dynamic contrasts"
2154,String Sextet No 1 in B-flat major 1. Allegro ma non troppo,"Romantic, melancholic, passionate, lyrical, complex, introspective, intimate, ambitious, profound, evocative."
2155,"String Sextet No 1 in B-flat major 2. Andante, ma moderato","Violin, Viola, Cello, String Sextet, Chamber Music, Brahms, Romantic, Melodic, Harmonious, Mellow"
2155,"String Sextet No 1 in B-flat major 2. Andante, ma moderato","subdued, contemplative, introspective, serene, melancholic, elegant, sophisticated, restrained, nostalgic, graceful"
2155,"String Sextet No 1 in B-flat major 2. Andante, ma moderato","Expressive, lyrical, melodious, emotional, flowing, serene, rich, romantic, intricate, poignant"
2155,"String Sextet No 1 in B-flat major 2. Andante, ma moderato","Passion, love, longing, intensity, romance, melancholy, drama, depth, beauty, yearning"
2156,String Sextet No 1 in B-flat major 3. Scherzo. Allegro molto,"Violin, Viola, Cello, Classical, Vibrant, Energetic, Elegant, Harmonious, Lyrical, Serene"
2156,String Sextet No 1 in B-flat major 3. Scherzo. Allegro molto,"Energetic, playful, lively, spirited, dynamic, joyful, lively, robust, rhythmic, exuberant"
2156,String Sextet No 1 in B-flat major 3. Scherzo. Allegro molto,"energetic, lively, dynamic, spirited, playful, robust, intricate, rhythmic, buoyant, vibrant"
2156,String Sextet No 1 in B-flat major 3. Scherzo. Allegro molto,"1. Joyful
2. Playful
3. Energetic
4. Whimsical
5. Lively
6. Dynamic
7. Spirited
8. Light-hearted
9. Animated
10. Buoyant"
2157,String Sextet No 1 in B-flat major 4. Rondo: Poco Allegretto e grazioso,"violin, viola, cello, double bass, rich harmonies, romantic era, chamber music, lyrical melodies, string sextet, Brahms"
2157,String Sextet No 1 in B-flat major 4. Rondo: Poco Allegretto e grazioso,"Elegant, graceful, charming, lively, melodic, graceful, playful, lighthearted, serene, delightful"
2157,String Sextet No 1 in B-flat major 4. Rondo: Poco Allegretto e grazioso,"Lyrical, romantic, graceful, energetic, melodic, sophisticated, captivating, dynamic, expressive, lively"
2157,String Sextet No 1 in B-flat major 4. Rondo: Poco Allegretto e grazioso,"Romanticism, melancholy, elegance, passion, longing, introspection, complexity, unity, beauty, emotional depth"
2158,Horn Trio in E-flat major 1. Andante,"Horn, brass, warm, mellow, lyrical, versatile, majestic, expressive, rich, melodic."
2158,Horn Trio in E-flat major 1. Andante,"Serene, melancholic, reflective, lyrical, intimate, warm, nostalgic, expressive, tender, pastoral"
2158,Horn Trio in E-flat major 1. Andante,"Expressive, lyrical, warm, majestic, introspective, intimate, melancholic, beautiful, intricate, delicate"
2158,Horn Trio in E-flat major 1. Andante,"1. Horn
2. Trio
3. E-flat
4. Major
5. Metaphoric
6. Symbols
7. Brahms
8. Andante
9. Music
10. Criticism"
2159,Horn Trio in E-flat major 2. Scherzo (Allegro),"French horn, virtuosic, lyrical, challenging, expressive, evocative, dynamic, powerful, melodic, intricate"
2159,Horn Trio in E-flat major 2. Scherzo (Allegro),"Energetic, playful, lively, rhythmic, dynamic, spirited, jovial, spirited, virtuosic, exciting"
2159,Horn Trio in E-flat major 2. Scherzo (Allegro),"Energetic, playful, lively, dynamic, intricate, virtuosic, rhythmic, spirited, robust, engaging"
2159,Horn Trio in E-flat major 2. Scherzo (Allegro),"Love, joy, playfulness, whimsical, dance-like, energetic, dramatic, virtuosic, contrasting, lively"
2160,Horn Trio in E-flat major 3. Adagio mesto,"horn, trio, Brahms, E-flat major, Adagio mesto, melancholic, haunting, performance, beautiful, expressive"
2160,Horn Trio in E-flat major 3. Adagio mesto,melancholic somber introspective tragic sorrowful mournful poignant longing reflective atmospheric serene emotional
2160,Horn Trio in E-flat major 3. Adagio mesto,"expressive, sorrowful, intimate, poignant, lyrical, emotive, melancholic, sensitive, profound, contemplative"
2160,Horn Trio in E-flat major 3. Adagio mesto,"Melancholy, sorrow, introspection, longing, grief, reflection, despair, yearning, meditation, emotional"
2161,Horn Trio in E-flat major 4. Allegro con brio,"French horn, challenging, lyrical, expressive, beautiful, versatile, demanding, intricate, powerful, soloistic"
2161,Horn Trio in E-flat major 4. Allegro con brio,"Energetic, intense, dynamic, triumphant, passionate, lively, dramatic, lively, powerful, spirited"
2161,Horn Trio in E-flat major 4. Allegro con brio,"Bold, energetic, triumphant, passionate, virtuosic, dynamic, engaging, lively, grand, powerful"
2161,Horn Trio in E-flat major 4. Allegro con brio,"Expressive, dynamic, symbolic, introspective, vibrant, evocative, poignant, passionate, intricate, transcendent"
2166,Piano Quartet No 2 in G minor 1. Allegro molto moderato,"Piano, strings, chamber music, Faure, romantic, expressive, lyrical, quartet, Allegro molto moderato"
2166,Piano Quartet No 2 in G minor 1. Allegro molto moderato,"Elegant, melancholic, introspective, lyrical, expressive, delicate, passionate, nostalgic, graceful, serene"
2166,Piano Quartet No 2 in G minor 1. Allegro molto moderato,"Romantic, lyrical, delicate, fluid, melancholic, nuanced, intricate, subtle, dynamic, expressive."
2166,Piano Quartet No 2 in G minor 1. Allegro molto moderato,"Emotion, turmoil, tension, introspection, contrast, narrative, melancholy, vitality, contemplation, drama"
2167,Piano Quartet No 2 in G minor 2. Allegro molto,"piano, strings, dynamic, energetic, expressive, lively, virtuosic, interplay, melodic, rhythmic"
2167,Piano Quartet No 2 in G minor 2. Allegro molto,"Intense, dramatic, energetic, passionate, dynamic, driving, tumultuous, lively, forceful, expressive"
2167,Piano Quartet No 2 in G minor 2. Allegro molto,"Romantic, fluid, lyrical, intricate, passionate, delicate, harmonious, dynamic, expressive, enchanting"
2167,Piano Quartet No 2 in G minor 2. Allegro molto,"Love, passion, conflict, unity, longing, transformation, intensity, struggle, resolution, depth"
2168,Piano Quartet No 2 in G minor 3. Adagio non troppo,"Piano, Strings, Melancholic, Elegant, Harmonious, Expressive, Intimate, Subtle, Romantic, Serene"
2168,Piano Quartet No 2 in G minor 3. Adagio non troppo,"Melancholic, graceful, intimate, contemplative, introspective, emotional, tender, expressive, somber, poignant"
2168,Piano Quartet No 2 in G minor 3. Adagio non troppo,"Emotional, lyrical, melancholic, delicate, intimate, nostalgic, graceful, expressive, bittersweet, ethereal"
2168,Piano Quartet No 2 in G minor 3. Adagio non troppo,"Emotional, melancholic, introspective, mysterious, sublime, expressive, fluid, contemplative, poignant, reflective"
2169,Piano Quartet No 2 in G minor 4. Allegro molto,"Piano, Quartet, Faure, G minor, Allegro molto, Instrument, Music, Performance, Composition, Chamber"
2169,Piano Quartet No 2 in G minor 4. Allegro molto,"Intense, energetic, dramatic, turbulent, passionate, melancholic, urgent, lively, dynamic, aggressive"
2169,Piano Quartet No 2 in G minor 4. Allegro molto,"Elegant, expressive, dynamic, rich harmonies, lyrical, intricate textures, dramatic contrasts, passionate, nuanced phrasing, vibrant energy."
2169,Piano Quartet No 2 in G minor 4. Allegro molto,"Emotion, intensity, drama, complexity, unity, contrast, transformation, symbolism, depth, interpretation"
2177,String Quartet in F 1. Allegro moderato - tres doux,"String quartet, Ravel, Allegro moderato, Tres doux, Instrumentation, Chamber music, Classical, Romantic, Texture, Viola"
2177,String Quartet in F 1. Allegro moderato - tres doux,"Serene, ethereal, delicate, graceful, introspective, melancholic, nostalgic, tranquil, elegant, expressive"
2177,String Quartet in F 1. Allegro moderato - tres doux,"melodic, intricate, harmonious, lyrical, elegant, fluid, captivating, ingenious, delicate, expressive"
2177,String Quartet in F 1. Allegro moderato - tres doux,"1. Exploration
2. Subtlety
3. Evocative
4. Elegance
5. Complexity
6. Ambiguity
7. Sophistication
8. Introspection
9. Contemplative
10. Nuance"
2178,String Quartet in F 2. Assez vif - tres rythme,"violin, viola, cello, quartet, lively, rhythmic, complex, elegant, dynamic, chamber"
2178,String Quartet in F 2. Assez vif - tres rythme,"Energetic, rhythmic, lively, playful, spirited, vibrant, dynamic, rhythmic drive, lively tempo, spirited performance"
2178,String Quartet in F 2. Assez vif - tres rythme,"Energetic, playful, rhythmic, lively, intricate, dynamic, spirited, exuberant, lively, lively"
2178,String Quartet in F 2. Assez vif - tres rythme,"controversial, innovative, expressive, dynamic, intricate, spirited, rhythmic, emotive, multifaceted, captivating"
2179,String Quartet in F 3. Tres lent,"Strings, quartet, classical, Ravel, expressive, emotional, intricate, harmonious, melodic, haunting"
2179,String Quartet in F 3. Tres lent,"Melancholic, contemplative, ethereal, haunting, delicate, introspective, sorrowful, mysterious, yearning, expressive"
2179,String Quartet in F 3. Tres lent,"Sensual, mysterious, introspective, haunting, ethereal, delicate, yearning, intricate, melancholic, mesmerizing"
2179,String Quartet in F 3. Tres lent,"Emotions, introspection, melancholy, imagery, dream-like, beauty, nostalgia, complexity, subtlety, transformation"
2180,String Quartet in F 4. Vif et agite,"Violin, cello, viola, vibrant, dynamic, energetic, harmonious, expressive, engaging, spirited"
2180,String Quartet in F 4. Vif et agite,"Energetic, tumultuous, lively, frantic, frenzied, dynamic, passionate, intense, spirited, bold"
2180,String Quartet in F 4. Vif et agite,"Energetic, dynamic, playful, spirited, rhythmic, lively, lively, animated, whimsical, intricate."
2180,String Quartet in F 4. Vif et agite,"Emotion, unrest, tension, complexity, intensity, wild, agility, contrast, energy, turbulent"
2186,Violin Partita No 3 in E major 1. Preludio,"Violin, Baroque, Masterpiece, Challenging, Technical, Expressive, Solo, Virtuoso, Classic, Transcendent"
2186,Violin Partita No 3 in E major 1. Preludio,"Energetic, lively, intricate, joyful, lively, dance-like, spirited, technical, exuberant, Baroque"
2186,Violin Partita No 3 in E major 1. Preludio,"Baroque, virtuosic, expressive, intricate, lively, passionate, challenging, technical, grace, majestic"
2186,Violin Partita No 3 in E major 1. Preludio,"Metaphor, symbolism, imagery, spirituality, journey, complexity, emotion, virtuosity, transformation, beauty"
2191,Violin Partita No 3 in E major 6. Bourree,"Violin, Baroque, Bach, Masterpiece, Energetic, Challenging, Virtuosic, Polyrhythmic, Graceful, Intricate"
2191,Violin Partita No 3 in E major 6. Bourree,"Energetic, lively, playful, joyous, exuberant, brisk, intricate, charming, spirited, light-hearted."
2191,Violin Partita No 3 in E major 6. Bourree,"Energetic, intricate, lively, charming, elegant, virtuosic, rhythmic, joyous, melodic, dynamic"
2191,Violin Partita No 3 in E major 6. Bourree,1. Elegance 2. Virtuosity 3. Subtlety 4. Complexity 5. Innovation 6. Gracefulness 7. Expressiveness 8. Sophistication 9. Mastery 10. Symbolism
2194,"WTK I, No. 13: Prelude and Fugue in F-sharp major 1. Prelude","Harpsichord, Baroque, intricate, elegant, technical, virtuosic, contrapuntal, majestic, dazzling, precise"
2194,"WTK I, No. 13: Prelude and Fugue in F-sharp major 1. Prelude","Joyful, uplifting, intricate, virtuosic, contemplative, majestic, brilliant, introspective, serene, dynamic"
2194,"WTK I, No. 13: Prelude and Fugue in F-sharp major 1. Prelude","Complex, intricate, lively, virtuosic, majestic, contrapuntal, energetic, graceful, Baroque, masterful"
2194,"WTK I, No. 13: Prelude and Fugue in F-sharp major 1. Prelude","1. Tree
2. Garden
3. Blooming
4. Journey
5. Light
6. Reflection
7. Transformation
8. Harmony
9. Dance
10. Resilience"
2195,"WTK I, No. 3: Prelude and Fugue in C-sharp major 2. Fugue","Harpsichord, Baroque, Contrapuntal, Ornamentation, Keyboard, Masterpiece, Polyphony, Virtuosity, Canon, Invention"
2195,"WTK I, No. 3: Prelude and Fugue in C-sharp major 2. Fugue","Elegant, intricate, lively, dynamic, uplifting, joyful, intricate, virtuosic, lively, engaging"
2195,"WTK I, No. 3: Prelude and Fugue in C-sharp major 2. Fugue","Baroque, intricate, counterpoint, majestic, virtuosic, harmonious, beautiful, contrapuntal, polyphonic, genius"
2195,"WTK I, No. 3: Prelude and Fugue in C-sharp major 2. Fugue","Metaphor, symbolism, complexity, unity, intricacy, contrast, development, integration, polyphony, interpretation"
2196,"WTK I, No. 3: Prelude and Fugue in C-sharp major 1. Prelude","Harpsichord, Bach, Baroque, Keyboard, Contrapuntal, Ornamentation, Polyphony, Virtuosity, Musicology, Interpretation"
2196,"WTK I, No. 3: Prelude and Fugue in C-sharp major 1. Prelude","Energetic, joyful, intricate, playful, dynamic, lively, uplifting, spirited, virtuosic, celebratory"
2196,"WTK I, No. 3: Prelude and Fugue in C-sharp major 1. Prelude","Baroque, intricate, polyphonic, virtuosic, contrapuntal, lively, ornamented, majestic, exquisite, timeless"
2196,"WTK I, No. 3: Prelude and Fugue in C-sharp major 1. Prelude","Symbols, metaphoric, complexity, beauty, introspection, journey, enlightenment, exploration, spirituality, transformation"
2198,"WTK I, No. 22: Prelude and Fugue in B-flat minor 2. Fugue","Harpsichord, Baroque, Ornamented, Technical, Contrapuntal, Virtuosic, Expressive, Challenging, Masterpiece, Complex"
2198,"WTK I, No. 22: Prelude and Fugue in B-flat minor 2. Fugue","Intense, melancholic, complex, intricate, deep, emotional, dramatic, contemplative, powerful, captivating"
2198,"WTK I, No. 22: Prelude and Fugue in B-flat minor 2. Fugue","Complex, intricate, contrapuntal, virtuosic, innovative, chromatic, intense, dramatic, polyphonic, majestic"
2198,"WTK I, No. 22: Prelude and Fugue in B-flat minor 2. Fugue","Complexity, depth, symbolism, unity, transformation, conflict, resolution, journey, introspection, virtuosity"
2200,"WTK I, No. 16: Prelude and Fugue in G minor 2. Fugue","Harpsichord, Baroque, Keyboard, Polyphony, Ornamentation, Contrapuntal, Articulation, Dynamics, Technique, Virtuosity"
2200,"WTK I, No. 16: Prelude and Fugue in G minor 2. Fugue","Intense, brooding, dramatic, intricate, contemplative, energetic, powerful, haunting, majestic, virtuosic"
2200,"WTK I, No. 16: Prelude and Fugue in G minor 2. Fugue","Complex, intricate, contrapuntal, playful, virtuosic, chromatic, dramatic, expressive, elegant, intense"
2200,"WTK I, No. 16: Prelude and Fugue in G minor 2. Fugue","Journey, struggle, darkness, triumph, complexity, unity, conflict, resolution, passion, transformation"
2201,"WTK I, No. 16: Prelude and Fugue in G minor 1. Prelude","Harpsichord, Baroque, Polyphonic, Virtuosic, Contrapuntal, Ornamented, Elegant, Keyboard, Bach, Masterpiece"
2201,"WTK I, No. 16: Prelude and Fugue in G minor 1. Prelude","Intense, melancholic, intricate, dramatic, passionate, profound, haunting, introspective, emotional, powerful"
2201,"WTK I, No. 16: Prelude and Fugue in G minor 1. Prelude","Complexity, Baroque, intricate, technical, beautiful, haunting, emotional, challenging, polyphonic, masterful"
2201,"WTK I, No. 16: Prelude and Fugue in G minor 1. Prelude","Emotion, darkness, journey, mystery, depth, conflict, resolution, contrast, tension, spirituality."
2202,Partita in A minor 1. Allemande,"Harpsichord, Baroque, Keyboard, Classical, Keyboard instrument, Ornamentation, Continuo, Solo, Virtuosic, Interpretation"
2202,Partita in A minor 1. Allemande,"Majestic, elegant, intricate, melancholic, contemplative, regal, poised, graceful, sorrowful, sophisticated"
2202,Partita in A minor 1. Allemande,"Elegant, intricate, melodic, baroque, expressive, rhythmic, virtuosic, harmonious, delicate, captivating"
2202,Partita in A minor 1. Allemande,"Baroque, piano, elegance, symbolism, emotional depth, complexity, unity, melancholy, reflection, virtuosity"
2203,Partita in A minor 2. Corrente,"Baroque, Harpsichord, Virtuosity, Ornamentation, Dance, Counterpoint, Challenging, Keyboard, Joyful, Polyphonic"
2203,Partita in A minor 2. Corrente,"Lively, energetic, flowing, intricate, dynamic, vibrant, joyful, spirited, playful, cheerful"
2203,Partita in A minor 2. Corrente,"Lively, intricate, energetic, flowing, complex, dance-like, animated, ornamented, elegant, dynamic"
2203,Partita in A minor 2. Corrente,"1. Intricate
2. Playful
3. Spirited
4. Energetic
5. Graceful
6. Expressive
7. Lively
8. Dynamic
9. Ornate
10. Vibrant"
2204,Partita in A minor 3. Sarabande,"Harpsichord, Baroque, Expressive, Ornamented, Lyrical, Challenging, Elegant, Graceful, Introspective, Masterful"
2204,Partita in A minor 3. Sarabande,"Graceful, melancholic, contemplative, somber, delicate, gravitas, introspective, poignant, romantic, solemn"
2204,Partita in A minor 3. Sarabande,"Elegant, introspective, emotive, poignant, melodic, delicate, baroque, melancholic, expressive, intricate"
2204,Partita in A minor 3. Sarabande,"Passion, emotion, introspection, yearning, melancholy, reflection, depth, sorrow, spiritual, contemplation"
2207,"WTK I, No. 10: Prelude and Fugue in E minor 2. Fugue","Harpsichord, virtuosic, contrapuntal, complex, Baroque, masterful, polyphonic, challenging, canonical, intricate"
2207,"WTK I, No. 10: Prelude and Fugue in E minor 2. Fugue","Melancholic, intricate, vibrant, expressive, dynamic, contemplative, passionate, somber, intense, introspective"
2207,"WTK I, No. 10: Prelude and Fugue in E minor 2. Fugue","Counterpoint, intricate, haunting, contrapuntal, virtuosic, intricate, layered, complex, magical, brilliant"
2207,"WTK I, No. 10: Prelude and Fugue in E minor 2. Fugue","Passion, introspection, journey, intensity, conflict, resolution, transcendence, emotion, structure, complexity"
2208,"WTK I, No. 10: Prelude and Fugue in E minor 1. Prelude","Harpsichord, Baroque, Keyboard, Elegant, Complex, Ornamental, Masterpiece, Polyphonic, Contrapuntal, Virtuosic"
2208,"WTK I, No. 10: Prelude and Fugue in E minor 1. Prelude","Intense, somber, contemplative, evocative, intricate, melancholic, haunting, introspective, majestic, passionate"
2208,"WTK I, No. 10: Prelude and Fugue in E minor 1. Prelude","Baroque, contrapuntal, intricate, melancholic, emotional, sublime, introspective, virtuosic, evocative, timeless"
2208,"WTK I, No. 10: Prelude and Fugue in E minor 1. Prelude","symbols, metaphors, allegory, emotion, darkness, journey, contrast, reflection, introspection, complexity"
2209,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 2. Fugue","Harpsichord, Baroque, Virtuosic, Contrapuntal, Challenging, Ornamentation, Articulation, Expression, Composition, Masterpiece"
2209,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 2. Fugue","Melancholic, intense, intricate, dramatic, solemn, contemplative, haunting, poignant, complex, emotional."
2209,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 2. Fugue","Complex, intricate, contrapuntal, challenging, structured, polyphonic, sophisticated, elegant, virtuosic, masterful"
2209,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 2. Fugue","Artistic, complex, intricate, symbolic, emotional, transformative, spiritual, intellectual, structured, profound"
2210,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 1. Prelude","Harpsichord, Baroque, Bach, intricate, ornamented, keyboard, fugue, polyphony, virtuosic, contrapuntal"
2210,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 1. Prelude","Baroque, contemplative, melancholic, intricate, introspective, haunting, mysterious, intricate, dramatic, emotional"
2210,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 1. Prelude","Baroque, intricate, harmonious, reflective, contrapuntal, virtuosic, haunting, structured, expressive, introspective"
2210,"WTK I, No. 4: Prelude and Fugue in C-sharp minor 1. Prelude","Allegory, complexity, structure, emotion, spirituality, logic, craftsmanship, depth, introspection, innovation"
2211,"WTK I, No. 12: Prelude and Fugue in F minor 2. Fugue","Harpsichord, Baroque, Contrapuntal, Ornamentation, Energetic, Keyboard, Complex, Contrasting, Polyphonic, Intense"
2211,"WTK I, No. 12: Prelude and Fugue in F minor 2. Fugue","Melancholic, introspective, contemplative, intricate, structured, intellectual, expressive, haunting, elusive, transcendent"
2211,"WTK I, No. 12: Prelude and Fugue in F minor 2. Fugue","Complex, intricate, harmonic, contrapuntal, polyphonic, virtuosic, challenging, dramatic, intense, majestic"
2211,"WTK I, No. 12: Prelude and Fugue in F minor 2. Fugue","Symbolism, layers, complexity, depth, unity, contrast, resolution, transformation, emotion, introspection"
2212,"WTK I, No. 12: Prelude and Fugue in F minor 1. Prelude","Harpsichord, Baroque, Keyboard, Ornamentation, Polyphonic, Contrapuntal, Energetic, Challenging, Articulation, Virtuosic"
2212,"WTK I, No. 12: Prelude and Fugue in F minor 1. Prelude","intense, brooding, melancholic, introspective, haunting, somber, ornate, dramatic, complex, introspective"
2212,"WTK I, No. 12: Prelude and Fugue in F minor 1. Prelude","Baroque, intricate, emotional, dramatic, structured, melancholic, virtuosic, contrapuntal, dynamic, sublime"
2212,"WTK I, No. 12: Prelude and Fugue in F minor 1. Prelude","Metaphoric, symbols, Bach, WTK I, No. 12, Prelude, Fugue, F minor, chapter 1"
2213,"WTK I, No. 2: Prelude and Fugue in C minor 2. Fugue","harpsichord, keyboard, virtuosic, contrapuntal, Baroque, intricate, challenging, precise, ornamentation, polyphonic"
2213,"WTK I, No. 2: Prelude and Fugue in C minor 2. Fugue","Intense, dramatic, melancholic, intricate, powerful, contemplative, tumultuous, emotional, dynamic, challenging"
2213,"WTK I, No. 2: Prelude and Fugue in C minor 2. Fugue","Complex, contrapuntal, intricate, majestic, polyphonic, virtuosic, intense, contrapuntal mastery, fugue subject, chromatic harmonies"
2213,"WTK I, No. 2: Prelude and Fugue in C minor 2. Fugue","Emotion, intensity, complexity, unity, structure, reflection, harmonic, theme, contrast, tension"
2214,"WTK I, No. 2: Prelude and Fugue in C minor 1. Prelude","Harpsichord, Baroque, Ornamentation, Articulation, Contrapuntal, Virtuosic, Counterpoint, Keyboard, Polyphony, Baroque-style"
2214,"WTK I, No. 2: Prelude and Fugue in C minor 1. Prelude","Intense, brooding, intricate, dramatic, haunting, contemplative, melancholic, powerful, mysterious, emotional"
2214,"WTK I, No. 2: Prelude and Fugue in C minor 1. Prelude","Complex, intricate, Baroque, contrapuntal, virtuosic, melancholic, structured, dramatic, challenging, masterful"
2214,"WTK I, No. 2: Prelude and Fugue in C minor 1. Prelude","Complexity, darkness, anguish, tension, introspection, depth, sorrow, struggle, contrast, resolution"
2215,"WTK I, No. 1: Prelude and Fugue in C major 2. Fugue","Harpsichord, Baroque, Contrapuntal, Classical, Keyboard, Technique, Ornamentation, Manuscript, Performance, Interpretation"
2215,"WTK I, No. 1: Prelude and Fugue in C major 2. Fugue","majestic, intricate, joyful, lively, energetic, intricate, uplifting, elegant, dynamic, grand"
2215,"WTK I, No. 1: Prelude and Fugue in C major 2. Fugue","Complexity, energetic, intricate, polyphonic, contrapuntal, virtuosic, structured, joyful, lively, captivating"
2215,"WTK I, No. 1: Prelude and Fugue in C major 2. Fugue","Abstract, structural, intricate, expressive, mathematical, contrapuntal, symbolic, transformative, sublime, intricate"
2217,Cello Suite 3 1. Prelude,"Cello, Johann Sebastian Bach, Baroque, Strings, Solo, Masterpiece, Technical, Emotion, Classical Music, Performance"
2217,Cello Suite 3 1. Prelude,"Energetic, majestic, lively, intricate, contemplative, lively, graceful, expressive, emotive, spirited"
2217,Cello Suite 3 1. Prelude,"Masterpiece, intricate, profound, captivating, virtuosic, dynamic, emotive, introspective, timeless, transcendent"
2217,Cello Suite 3 1. Prelude,"Elegance, introspection, depth, nostalgia, tranquility, journey, introspection, beauty, spirituality, storytelling"
2218,Cello Suite 3 2. Allemande,"Cello, Suite, Bach, Allemande, Baroque, Classical, Masterpiece, Technique, Melancholic, Beauty"
2218,Cello Suite 3 2. Allemande,"Elegant, melancholic, serene, introspective, graceful, contemplative, intimate, delicate, somber, nostalgic"
2218,Cello Suite 3 2. Allemande,"Baroque, intricate, elegant, melancholic, expressive, contrapuntal, vast, emotive, introspective, enchanting."
2218,Cello Suite 3 2. Allemande,"Graceful, flow, dance-like, emotional depth, musical storytelling, intricate ornamentation, spiritual journey, inner reflection, virtuosic agility, melodic beauty"
2219,Cello Suite 3 3. Courante,"Cello, Suite, Bach, Courante, Instrument, Performance, Technique, Artistry, Composition, Music"
2219,Cello Suite 3 3. Courante,"Energetic, joyful, lively, dance-like, intricate, rhythmic, elegant, spirited, graceful, playful"
2219,Cello Suite 3 3. Courante,"Energetic, flowing, lively, rhythmic, captivating, dynamic, intricate, melodic, Baroque, virtuosic"
2219,Cello Suite 3 3. Courante,"1. Flowing
2. Energetic
3. Rhythmic
4. Lightness
5. Graceful
6. Dance-like
7. Airy
8. Ornamental
9. Spirited
10. Expressive"
2220,Cello Suite 3 4. Sarabande,"Cello, Baroque, Suite, Classical, Bach, Elegant, Melancholic, Expressive, Passionate, Timeless"
2220,Cello Suite 3 4. Sarabande,"Serene, contemplative, introspective, graceful, elegant, solemn, meditative, expressive, wistful, poignant"
2220,Cello Suite 3 4. Sarabande,"Soothing, introspective, graceful, melancholic, elegant, contemplative, poignant, harmonious, expressive, timeless"
2220,Cello Suite 3 4. Sarabande,"Emotion, melancholy, reflection, sorrow, yearning, intimacy, introspection, elegance, gravity, depth"
2221,Cello Suite 3 5. Bouree,"Cello, Bach, Suite, Bouree, Classical, Elegant, Melodic, Technique, Baroque, Masterpiece"
2221,Cello Suite 3 5. Bouree,"Energetic, lively, rhythmic, joyful, playful, dynamic, spirited, intricate, lively, vibrant"
2221,Cello Suite 3 5. Bouree,"Beautiful, intricate, captivating, graceful, lively, elegant, enchanting, skillful, melodic, energetic"
2221,Cello Suite 3 5. Bouree,"Metaphoric, symbolism, Bach, Cello Suite 3, Bouree, commentary, critics, interpretation, music analysis, artistic vision"
2222,Cello Suite 3 6. Gigue,"Cello, Suite, Bach, Gigue, Virtuosic, Baroque, Dance, Energetic, Challenging, Fugue"
2222,Cello Suite 3 6. Gigue,"Energetic, lively, playful, intricate, dance-like, virtuosic, joyful, celebratory, rhythmic, dynamic"
2222,Cello Suite 3 6. Gigue,"Energetic, lively, intricate, joyful, fast-paced, virtuosic, rhythmic, dance-like, playful, dynamic"
2222,Cello Suite 3 6. Gigue,"Abstract, energetic, playful, dance-like, virtuosic, rhythmic, dynamic, lively, jubilant, intricate"
2224,"WTK I, No. 7: Prelude and Fugue in E-flat major 2. Fugue","Harpsichord, Baroque, Elegant, Complex, Ornate, Polyphonic, Masterpiece, Virtuoso, Contrapuntal, Keyboard"
